serial_no,region,dealer_name,state,city,location,phone,district,status,latitude,longitude,wall_number,painting_type,wall_tenure_months,rented_or_free,rent_amount,execution_date,remarks,plan_sqft,actual_sqft,size,source_file,source_sheet
12,NW,Kanha Ji Traders,SE,Dadri,"Sector 8 Gamari Rd Bichla Bass, 
Chakhri Dadri – Haryana",,,OK,28.586941,76.267988,BRANDHUT- 08/34,,,,,28-05-2025,,,1575,,WP-200625 (5).xlsx,WP Jun25v2 - HR
13,NW,Chaudhary Cement Store,SW,Bhiwani,"Kitlana, Bhiwani – Haryana",,,OK,28.67587,76.174818,BRANDHUT- 09/37,,,,,29-05-2025,,,1501.5,,WP-200625 (5).xlsx,WP Jun25v2 - HR
14,NW,Surajbhan Niraniya Sales Corporation,SW,Bhiwani,"Shakti Nagar, Bhiwani – Haryana",,,OK,28.756312,76.1477314,BRANDHUT- 10/43,,,,,31-05-2025,,,1207,,WP-200625 (5).xlsx,WP Jun25v2 - HR
15,NW,Aggarwal Traders,West,Hisar,"Jagdish Colony Hansi, Hisar – Haryana",,,OK,29.104269,75.977974,BRANDHUT- 11/47,,,,,02-06-2025,,,1785,,WP-200625 (5).xlsx,WP Jun25v2 - HR
16,NW,Shree Shyam Steel,West,Sirsa,"Ding Mod, Sirsa – Haryana",,,OK,29.524386,75.276518,BRANDHUT- 12/49,,,,,03-06-2025,,,936,,WP-200625 (5).xlsx,WP Jun25v2 - HR
17,North,Mangala Steel,SE,Palwal,"Gandhi Ashram Colony, Palwal",,,OK,28.150151,77.330228,BRANDHUT- 01/01,,,,,02-06-2025,,,588,,WP-200625 (5).xlsx,WP Jun25v2 - HR
18,North,Gaurav Steels,SE,Faridabad,"Nangla Gurjan Sohana Rd, Faridabad – Haryana",,,OK,28.358208,77.268614,BRANDHUT- 02/04,Shutter,,,,04-06-2025,,,320,,WP-200625 (5).xlsx,WP Jun25v2 - HR
19,North,Sharma Steel & Pipes,SE,Rewari,"Dharuhera Sohana Rd, Sector 4a, Rewari",,,OK,28.207025,76.798197,BRANDHUT- 03/08,,,,,04-06-2025,,,450,,WP-200625 (5).xlsx,WP Jun25v2 - HR
20,North,Goel Trading Comapny,West,Rohtak,"New Gain Market, Rohtak Haryana",,,OK,,,BRANDHUT- 04/23,,,,,2025-05-25 00:00:00,,,304,,WP-200625 (5).xlsx,WP Jun25v2 - HR
21,North,Kapil Buil Material Supplier,West,Rohtak,Tegor Colony  Sector -27 Rohtak Haryana,,,OK,,,BRANDHUT- 05/30,,,,,2025-05-27 00:00:00,,,319,,WP-200625 (5).xlsx,WP Jun25v2 - HR
22,North,A.K. Khokhar Trading,West,Rohtak,Kansala  Haryana,,,OK,,,BRANDHUT-06/33,,,,,2025-05-27 00:00:00,,,384,,WP-200625 (5).xlsx,WP Jun25v2 - HR
23,North,"Sohan Trading 
Company",SE,Sonipat,Gohana Sonipat- Haryana,,,OK,29.136279,76.675149,BRANDHUT-07-38,,,,,2025-05-29 00:00:00,,,1098,,WP-200625 (5).xlsx,WP Jun25v2 - HR
24,,,SE,Sonipat,,,,OK,29.142121,76.680789,BRANDHUT-07-41,,,,,2025-05-29 00:00:00,,,1148,,WP-200625 (5).xlsx,WP Jun25v2 - HR
24,North,"Baba Shyot Nath
 Cement Store",West,Rohtak,Bhagth Singh Colony Meham - Rohtak,,,OK,28.965957,76.30671,BRANDHUT-08/42,,,,,2025-05-30 00:00:00,,,1200,,WP-200625 (5).xlsx,WP Jun25v2 - HR
25,North,Shashi Enterprises,West,Hisar,Azad Nager - Hisar Haryana,,,OK,29.128618,75.711067,BRANDHUT-09/48,,,,,2025-06-01 00:00:00,,,1100,,WP-200625 (5).xlsx,WP Jun25v2 - HR
26,North,Shree Ganesh Steel,SE,Fetehabad,"Fetehabad, Haryana",,,OK,29.49708,75.454119,BRANDHUT-10/52,,,,,2025-06-02 00:00:00,,,1700,,WP-200625 (5).xlsx,WP Jun25v2 - HR
27,North,"Khatu Shyam
 Enterprises",SE,Fetehabad,"Bhattu Mandi, Fatehabad – Haryana",,,OK,29.390292,75.339278,BRANDHUT -10/55,,,,,03-06-2025,,,90,,WP-200625 (5).xlsx,WP Jun25v2 - HR
28,North,Mittal Iron Store,SE,Sirsa,"Mamera, Sirsa – Haryana",,,OK,29.426432,74.718446,BRANDHUT -11/59,,,,,05-06-2025,,,825,,WP-200625 (5).xlsx,WP Jun25v2 - HR
29,North,"Jai Baba Mohan 
Ram Infratech",SE,Gurugram,"Koyal vihar Sector 52, Gurugram – Haryana",,,OK,28.435195,77.045477,BRANDHUT-29/14,,,,,06-06-2025,,,282,,WP-200625 (5).xlsx,WP Jun25v2 - HR
30,North,Shiv Trading Company,SE,Gurugram,"Koyal vihar Sector 52, Gurugram – Haryana",,,OK,28.43376,77.075427,BRANDHUT-30/22,,,,,08-06-2025,,,120,,WP-200625 (5).xlsx,WP Jun25v2 - HR
31,North,Haryana Steel Company,SE,Gurugram,"Khalikpur, Gurugram – Haryana",,,OK,28.480019,76.79904,BRANDHUT-31/26,Shutter,,,,09-06-2025,,,500,,WP-200625 (5).xlsx,WP Jun25v2 - HR
32,North,Tuteja Steel Corporation,SE,Gurugram,"Shakti Nagar Model Town 
Sector 11, Gurugram – Haryana",,,OK,28.457042,77.017382,BRANDHUT-32/33,Shutter,,,,11-06-2025,,,390,,WP-200625 (5).xlsx,WP Jun25v2 - HR
32,North,R.S Building Material,SE,Sirsa,"Maharana Pratap Chowk 
Near Ajay Vatika Palace, Sirsa – Haryana",,,OK,29.535557,75.05722,BRANDHUT-33/51,Shutter,,,,04-06-2025,,,693,,WP-200625 (5).xlsx,WP Jun25v2 - HR
1,NW,"Shree Shyam Building
 Material Supplier",NE,Churu,"Churu, Rajasthan",,,OK,28.085266,74.639559,BRANDHUT- 01/01,,,,,19-05-2025,,,555,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
2,NW,Aggarwal Steel,NE,Sikar,"Ringus, Sikar – Rajasthan",,,OK,27.372544,75.566086,BRANDHUT- 02/07,,,,,21-05-2025,,,319,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
3,NW,Bala Ji Traders,NE,Nagpur,"Sankhwas Road, Pipar City, Nagpur – Rajasthan",,,OK,26.400937,73.52636,BRANDHUT- 03/13,,,,,24-05-2025,,,2260.5,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
4,NW,Roop Steel,WEST,Jodhpur,"Gujrawas khurd,  Jodhpur - Rajasthan",,,OK,26.332826,73.137464,BRANDHUT - 04/16,,,,,2025-05-26 00:00:00,,,963.5,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
5,NW,Aarti Steel,WEST,Jodhpur,Jodhpur  - Rajasthan,,,OK,26.149215,72.91035,BRANDHUT05/21,,,,,2025-05-29 00:00:00,,,1092,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
6,NW,Kabra Iron Agencies,WEST,Jodhpur,Jodhpur  - Rajasthan,,,OK,26.247599,72966496,BRANDHUT-06/23,,,,,2025-05-29 00:00:00,,,512,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
7,NW,Rajasthan Steel,WEST,Jodhpur,"Heavy Electricn Area Basni, Jodhpur  - Rajasthan",,,OK,26.259126,73.005061,BRANDHT-07/27,,,,,2025-05-31 00:00:00,,,504,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
8,NW,Shakti Steel,WEST,Jodhpur,"Abhishek Nager  Pal Gaon, Jodhpur - Rajasthan",,,OK,26.207421,72.985855,BRANDHT-08/29,,,,,31-05-2025,,,994.5,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
9,NW,Vijay Laxmi Enterprises,WEST,Jodhpur,"Sangariya Bypass Rd, Jodhpur – Rajasthan",,,OK,26.19916,72.99499,BRNDHUT-09/35,,,,,2025-06-02 00:00:00,,,1137.5,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
10,NW,Royal Steel - Jodhpur,WEST,Jodhpur,"Falaudi Industrial Area, Jodhpur – Rajasthan",,,OK,27.10764,72.37073,BRANDHUT-09/39,,,,,2025-06-04 00:00:00,,,1997.5,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
11,NW,Jugal Industries,WEST,Jaisalmer,"Riico Industrial Area, Gandhi Nagar, Jaisalmer – Rajasthan",,,OK,26.9277661,70.944641,BRANDHUT-11/42,,,,,05-06-2025,,,1755,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
12,NW,Mahaveer Steel,WEST,Jaisalmer,"Pokhran, Jaisalmer – Rajsthan",,,OK,26.93252,71.904678,BRANDHUT-12/44,,,,,08-06-2025,,,300,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
13,NW,Mahadev Steel,WEST,Jodhpur,"Jodhpur Bypass Rd, Bhaskar Chouraha, Jodhpur – Rajasthan",,,OK,26.728582,72.909128,BRANDHUT-13/46,,,,,09-06-2025,,,340,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
14,NW,Neelkanth Steel,WEST,Jodhpur,"Edgaanh Rd, Bilara, Jodhpur – Rajasthan",,,OK,26.190952,73.700196,BRANDHUT-14/54,,,,,11-06-2025,,,1848,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
15,NW,R.B Traders,North,Ganganagar,"New Dhan Mandi, Srinagar
 – Ganganagar – Rajasthan",,,OK,29.914944,73.869653,BRANDHUT-15/01,,,,,06-06-2025,,,237.5,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
16,NW,Shree Madhav Steel,North,Didwana – Kuchaman,"Ladnun, Didwana – Kuchaman – Rajasthan",,,OK,27.636128,74.399586,BRANDHUT-16/16,,,,,08-06-2025,,,700,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
17,NW,Akshay Iron Store,NE,Sikar,"Neem Ka Thana, Sikar – rajasthan",,,OK,27.733019,75.771153,BRANDHUT-17/23,,,,,10-06-2025,,,1488,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
18,NW,Shree Bala Ji Steel,EC,Jaipur,"Bagru, Jaipur – Rajasthan",,,OK,26.809248,75.554347,BRANDHUT-18/26,,,,,11-06-2025,,,1080,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
19,NW,Jhalani Steel,East,Dausa,"Bandikui, Dausa – Rajasthan",,,OK,27.03599,76.563812,BRANDHUT-19/31,,,,,12-06-2025,,,903,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
20,NW,Anup Steel,North,Kota,"Indraprastha Industrial Area, 
Kota – Rajasthan",,,OK,25.130758,75.864168,BRANDHUT-20/35,,,,,13-06-2025,Sec,,273,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
21,NW,Rajasthan Commercial Corporation,SE,Bhilawara,"Nearmirchi Mandi Gandhinagar, Bhilwara",,,OK,25.346154,74.621146,BRANDHUT-21/40,,,,,14-06-2025,,,902,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
22,NW,Sawariya Iron Store,WEST,Chhitorgarh,"Kapasan, Chhitorgarh – Rajasthan",,,OK,24.877702,74.304613,BRANDHUT-22/41,,,,,15-06-2025,,,920,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
23,NW,Kashu Bhai Steel,North,Churu,"Suratpura, Churu – Rajasthan",,,OK,24.522553,74.181557,BRANDHUT-23/46,,,,,16-06-2025,,,770,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
24,NW,Steel Point,North,Churu,"Neelam Nagar, Banswara – Rajasthan",,,OK,23.530565,74.423347,BRANDHUT-24/50,,,,,17-06-2025,,,882,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
25,NW,Paras Raj,South,Udaipur,"Dabok, Udaipur – Rajasthan",,,OK,24.628412,73.870734,BRANDHUT-25/60,,,,,20-06-2025,,,1160,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
26,NW,Hinglaj Iron Store,WEST,Barmer,"Juna Kiraru Road, Barmer – Rajasthan",,,OK,25.73427,71.376323,BRANDHUT-26/59,,,,,15-06-2025,,,1995,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
27,NW,Bandook Wala Ispat Pvt. Ltd.,South,Udaipur,"Manwa Khera, Udaipur – Rajasthan",,,OK,24.565926,73.747328,BRANDHUT-27/60,,,,,16-06-2025,,,975,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
28,NW,Parasraj Enterprises,South,Udaipur,"Rani Rd, Ramvihar Colony, Barmer – Rajasthan",,,OK,24.56729,73.652273,BRANDHUT-28/63,,,,,17-06-2025,,,1732.5,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
29,NW,Bharat Traders,South,Udaipur,"Debok, Udaipur – Rajasthan",,,OK,24.632356,73.868798,BRANDHUT-29/69,,,,,19-06-2025,,,1210,,WP-200625 (5).xlsx,WP Jun25v2 - Rajasthan
1,North,Purnima Steel Trader,UP,Ghaziabad,,9811116457,,,,,,,,,,,Need contact no,,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
2,North,NARENDER STEELS,UP,Ghaziabad,,9811141295,,,,,,,,,,,,,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
3,North,LAKSHMI STEELS,UP,Ghaziabad,,9811222765,,,,,,,,,,,,,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
4,North,MAMVEER TRADERS,UP,Ghaziabad,,9927029216,Meerut,,,,S-31,,,,,,,3000,325,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
5,North,LALIT TRADERS,UP,Ghaziabad,,9917000672,Modinagar,,28.870402,77.54154,S-3,,,,,2025-05-29 00:00:00,,3000,833,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
6,North,TRIVENI STEELs,UP,Ghaziabad,,9811041672,,,,,S-24,,,,,,,3000,156,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
7,North,MOHAN STEELS,UP,Ghaziabad,,9810295380,,,,,S-21,,,,,,,3000,476,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
8,North,SHREE MAHAKAL STEELS,UP,Ghaziabad,,9810539685,Dadri,,28.551089,77.554934,S-7,,,,,,,3000,731,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
9,North,SK ISPAT,UP,Ghaziabad,,9999224685,,,,,,,,,,,,,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
10,North,RUBY ENGINNERING & STEEL TRADERS,UP,Ghaziabad,,9312572426,,,,,S-14,,,,,,,3000,1330,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
11,North,RAJDHANI STEEL,UP,Ghaziabad,,9897835177,Meerut,28.929057,77.727282,,S-39,,,,,2025-06-13 00:00:00,,3000,663,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
12,North,PURNIMA STEEL SYNDICATE,UP,Ghaziabad,,9811116457,,,,,,,,,,,,,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
13,North,BALAJI STEELS,UP,Ghaziabad,,9899171135,Loha Mandi,,28.646134,77.454119,S-10,,,,,,,3000,1232,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
14,North,GAJRAJ ENTERPRISES,UP,Ghaziabad,,98108003320,,,,,,,,,,,Need contact no,3000,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
15,North,GANGOTRI STEEL SYNDICATE,UP,Ghaziabad,,9810021885,,,,,S-16,,,,,,,3000,1260,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
16,North,MARUTI STEELS,UP,Ghaziabad,,9899954427,,,,,,,,,,,,,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
17,North,ARSH ENTERPRISE,UP,Ghaziabad,,9259529737,Modinagar,,28.850472,77.565948,S/1,,,,,2025-05-26 00:00:00,,3000,3108,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
18,North,MITTAL TRADERS,UP,Ghaziabad,,8447677996,Shastri Nagar Meerut,,28.963566,77.725839,S-44,,,,,,Shelter Paint,3000,525,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
19,North,Delhi Steel,Up,Ghazibad,,9811025179,Loni,,28.74263,77.287638,S-51,,,,,2025-06-19 00:00:00,,3000,1020,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
20,North,Tanisk,UP,Ghazibad,,9810013804,,,,,S-30,,,,,,,3000,323,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
21,North,RR Iron Store,up,Ghazibad,,9212003330,Meerut Road,,,,S-24,,,,,,,3000,486,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
22,North,Shri Balagi,UP,Ghazibad,,9818151716,Meerut Road,,,,,,,,,,,5000,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
23,North,SOR Steel,UP,Ghazibad,,9953580208,Ghazibad,,,,,,,,,,,3000,0,,WP-200625 (5).xlsx,WP Jun25v2 - NCR-UP
,,S.No,,,,,,,,,,,,,,,,,,W,WP-200625 (5).xlsx,WP Jun25v2 - Delhi
,,1,,,,,,,,,,,,,,,,,,55,WP-200625 (5).xlsx,WP Jun25v2 - Delhi
,,2,,,,,,,,,,,,,,,,,,10,WP-200625 (5).xlsx,WP Jun25v2 - Delhi
,,3,,,,,,,,,,,,,,,,,,45,WP-200625 (5).xlsx,WP Jun25v2 - Delhi
,,4,,,,,,,,,,,,,,,,,,32,WP-200625 (5).xlsx,WP Jun25v2 - Delhi
1,North,Shri Madan Lal Associates LLP,HR,Karnal,"Behind Volkwagen Showroom, G.T. Rd, 
Opp. Kamboohpura – Karnal",,,OK,29.628134,76.980958,BRANDHUT- 01/01,,,,,02.01.2026,,,780,,Bill No 321 (1).xlsx,Bill 321 - HR
2,North,"Shree Shyam Ji Building
 Material Store",HR,Karnal,"Nigdhu, Nilokheri – Karnal",,,OK,29.8369,76.732263,BRANDHUT- 02/01,Shutter,,,,01.01.2026,,,588,,Bill No 321 (1).xlsx,Bill 321 - HR
3,North,Bansal Building Material Store,HR,Karnal,"Sonkar Road, Tarawari - Karnal",,,OK,29.79618,76.916048,BRANDHUT- 03/01,,,,,01.01.2026,,,1905.5,,Bill No 321 (1).xlsx,Bill 321 - HR
4,SE,Delhi Steel & Cement,HR,Gurugram,"Jal Vihar Colony, Sector – 46 – Gurugram",,,OK,28.456085,76.990089,BRANDHUT- 04/01,,,,,13.01.2026,,,2124,,Bill No 321 (1).xlsx,Bill 321 - HR
5,SE,Akshay Udyog,HR,Gurugram,Daultabad Industrial Area – Gurugram,,,OK,28.493301,76.997916,BRANDHUT- 05/01,,,,,14.01.2026,,,28,,Bill No 321 (1).xlsx,Bill 321 - HR
6,SE,Shree Shyam Steel,HR,Gurugram,Hemilton Court Road – Gurugram,,,OK,28.467161,77.087144,BRANDHUT- 06/01,,,,,17.01.2026,,,90,,Bill No 321 (1).xlsx,Bill 321 - HR
7,SE,Om Traders,HR,Gurugram,"Maruti Kunj, Near DPS School, Bhondsi – Gurugram",,,OK,28.364808,77.074337,BRANDHUT- 07/01,,,,,15.01.2026,,,760,,Bill No 321 (1).xlsx,Bill 321 - HR
8,SE,S.R. Enterprises,HR,Gurugram,"Carteripur Marg, Palam Vihar Extension – Gurugram",,,OK,28.497902,77.054885,BRANDHUT- 08/01,,,,,17.01.2026,,,518,,Bill No 321 (1).xlsx,Bill 321 - HR
9,SE,Vinay Building Material Supplier,HR,Gurugram,"Gohana – Meham Rd, Lakhan Majra – Gurugram",,,OK,29.04816,76.483393,BRANDHUT- 09/01,,,,,18.01.2026,,,1200,,Bill No 321 (1).xlsx,Bill 321 - HR
10,North,Ganapati Steel,HR,Jind,"Ghanta Ghar, Old Grain Market – Jind",,,OK,29.31109,76.314705,BRANDHUT- 10/01,,,,,19.01.2026,,,460,,Bill No 321 (1).xlsx,Bill 321 - HR
11,NE,Shakti Steel Traders,HR,Sonipat,"Sant Nagar, Sector – 6, Huda – Sonipat",,,OK,29.411207,76.964429,BRANDHUT – 01/01,,,,,04.01.2026,,,1364,,Bill No 321 (1).xlsx,Bill 321 - HR
12,NE,Sohan Trading Company,HR,Sonipat,"Sector – 7, Gohana – Sonipat",,,OK,29.13202,76.698312,BRANDHUT – 02/01,,,,,05.01.2026,,,1620,,Bill No 321 (1).xlsx,Bill 321 - HR
13,NE,Shree Shyam Building Material,HR,Sonipat,"Kharkhoda, Near Kitab Singh Hospital – Sonipat",,,OK,28.871006,76.921342,BRANDHUT – 03/01,,,,,06.01.2026,,,350,,Bill No 321 (1).xlsx,Bill 321 - HR
14,NE,C.H. Steel,HR,Sonipat,"Sankhol, Bahadurgarh – Jhajjar",,,OK,28.705146,76.905219,BRANDHUT - 04/01,,,,,06.01.2026,,,315,,Bill No 321 (1).xlsx,Bill 321 - HR
15,NE,Shree Bala Ji Iron Store,HR,Jhajjar,"Yadav Colony, Bahadurgarh - Jhajjar",,,OK,28.594426,76.659828,BRANDHUT -05\01,,,,,08..01.2026,,,544.5,,Bill No 321 (1).xlsx,Bill 321 - HR
16,NE,City Builder,HR,Rohtak,"Near Petrol Pump, Old Anaj Mandi – Rohtak",,,OK,28.923211,76.62412,BRANDHUT- 06/01,,,,,09.01.2026,,,66,,Bill No 321 (1).xlsx,Bill 321 - HR
17,NE,Naveen Trading Company,HR,Rohtak,Near Patrol Pamp old Anja Mandir – Rohtak,,,OK,28.885269,76.566734,BRANDHUT- 07/01,,,,,09.01.2026,,,750,,Bill No 321 (1).xlsx,Bill 321 - HR
18,NE,Shri Krishna Builders & Steel,HR,Rohtak,Oppste Siwach Sanjeevni Hospital - Rohtak,,,OK,28.916829,76.594048,BRANDHUT-08/01,,,,,10.01.2026,,,575,,Bill No 321 (1).xlsx,Bill 321 - HR
19,NE,Shri Shyam Enterprises,HR,Rohtak,"Bhagotipur- Plot No. 34,35 killa Near, Jio Patrol Pamp - Rohtak",,,OK,28.981088,76.526522,BRANDHUT- 09/01,,,,,11.01.2026,,,553,,Bill No 321 (1).xlsx,Bill 321 - HR
20,NE,Gupta Trading Company,HR,Rohtak,"Sampla, Garhi Mod - Rohtak",,,OK,28.765604,76.7640412,BRANDHUT- 10/01,,,,,12.01.2026,,,506,,Bill No 321 (1).xlsx,Bill 321 - HR
21,SE,Sharma Traders,HR,Gurugram,Farukh Nagar – Gurugram,,,OK,28.460686,76.833646,BRANDHUT – 11/01,,,,,13.01.2026,,,857.5,,Bill No 321 (1).xlsx,Bill 321 - HR
22,East,Krishna Steel,HR,Faridabad,"Opp. Lakhani Chowk, Main Road – Faridabad",,,OK,28.355762,77.29982,BRANDHUT – 12/01,Shutter,,,,16.01.2026,,,378,,Bill No 321 (1).xlsx,Bill 321 - HR
23,East,Delhi Steel,HR,Faridabad,"60 Fit Road, Sector – 23 – Faridabad",,,OK,28.35598,77.299867,BRANDHUT – 13/01,Shutter,,,,16.01.2026,,,1020,,Bill No 321 (1).xlsx,Bill 321 - HR
24,East,Preeti Tradelink Pvt. Ltd.,HR,Faridabad,"Kartik Vihar, Sector – 21C – Faridabad",,,OK,28.430721,77.305322,BRANDHUT – 14/01,Shutter,,,,17.01.2026,,,802.5,,Bill No 321 (1).xlsx,Bill 321 - HR
25,SE,Aggarwal Building Material Store,HR,Palwal,"Hodal Rural, Hodal – Palwal",,,OK,27.886764,77.374645,BRANDHUT – 15/01,Shutter,,,,19.01.2026,,,450,,Bill No 321 (1).xlsx,Bill 321 - HR
26,SE,Yadav Iron Store,HR,Rewari,Durga Colony – Rewari,,,OK,28.193976,76.635477,BRANDHUT -16/01,,,,,20.01.2026,,,501.5,,Bill No 321 (1).xlsx,Bill 321 - HR
27,South,Prashant Trading Company,HR,Mahendragarh,"Ateli Mandi, Khor – Mahendragarh",,,OK,28.106111,76.259813,BRANDHUT – 17/01,,,,,21.01.2026,,,288,,Bill No 321 (1).xlsx,Bill 321 - HR
28,South,Bansal Iron Store,HR,Mahendragarh,"Mahendragarh to Dadri Road, Kharkhara – Mahendragarh",,,OK,28.399587,76.131917,BRANDHUT – 18/01,,,,,22.02.2026,,,1326,,Bill No 321 (1).xlsx,Bill 321 - HR
29,South,Shree Shyam Trading Company,HR,Bhiwani,Bawani Khera – Bhiwani,,,OK,28.950369,76.045141,BRANDHUT – 19/01,,,,,23.01.2026,,,1083,,Bill No 321 (1).xlsx,Bill 321 - HR
30,West,Pal Cement & Steel Pvt. Ltd.,HR,Hisar,Mirzapurpur Road – Hisar,,,OK,29.171879,75.770744,BRANDHUT – 20/01,,,,,24.01.2026,,,324,,Bill No 321 (1).xlsx,Bill 321 - HR
31,West,Dharmveer Timber & Steel Traders,HR,Hisar,Barwala – Hisar,,,OK,29.357804,75.890218,BRANDHUT – 21/01,,,,,27.01.2026,,,1680,,Bill No 321 (1).xlsx,Bill 321 - HR
32,West,Shree Salasar Trading Company,HR,Hisar,Barwala – Hisar,,,OK,29.357864,75.89002,BRANDHUT – 22/01,,,,,27.01.2026,,,1743,,Bill No 321 (1).xlsx,Bill 321 - HR
33,North,Om Prakash Building Material,HR,Jind,Pilu Khera – Jind,,,OK,29.356408,76.491645,BRANDHUT – 23/01,Shutter,,,,28.01.2026,,,912,,Bill No 321 (1).xlsx,Bill 321 - HR
,,s,,,,,,OK,29.356641,76.491596,BRANDHUT – 23/02,,,,,28.01.2026,,,432,,Bill No 321 (1).xlsx,Bill 321 - HR
34,North,Naveen Kumar Pradeep Kumar,HR,Kaithal,Pundri – Kaithal,,,OK,29.770448,76.566881,BRANDHUT – 24/01,Shutter,,,,30.01.2026,,,1616,,Bill No 321 (1).xlsx,Bill 321 - HR
